rank,x0_utm,y0_utm,zmean_ft,ponding_ft,basins,mean_pci,s_pond,s_basin_deficit,s_pci,priority
2422,327984.2,4693725.4,9.1,0.651,0,,0.163,1.0,0.5,48.1
2423,328384.2,4694025.4,16.9,0.652,0,,0.163,1.0,0.5,48.1
2424,326434.2,4695575.4,43.7,1.85,1,,0.463,0.5,0.5,48.1
2425,328434.2,4695925.4,12.5,1.849,1,,0.462,0.5,0.5,48.1
2426,325084.2,4696525.4,42.5,0.647,0,,0.162,1.0,0.5,48.1
2427,325784.2,4696575.4,32.0,0.647,0,,0.162,1.0,0.5,48.1
2428,325384.2,4696625.4,46.0,0.649,0,,0.162,1.0,0.5,48.1
2429,327634.2,4693675.4,8.5,0.637,0,,0.159,1.0,0.5,48.0
2430,328734.2,4693925.4,13.4,0.639,0,,0.16,1.0,0.5,48.0
2431,326634.2,4694075.4,12.6,0.637,0,,0.159,1.0,0.5,48.0
2432,326884.2,4694925.4,85.9,1.254,0,88.5,0.313,1.0,0.115,48.0
2433,325634.2,4695475.4,33.1,1.388,0,96.8,0.347,1.0,0.032,48.0
2434,326684.2,4694175.4,12.9,0.635,0,,0.159,1.0,0.5,47.9
2435,327834.2,4694625.4,37.0,0.634,0,,0.159,1.0,0.5,47.9
2436,328334.2,4694675.4,33.8,0.629,0,,0.157,1.0,0.5,47.9
2437,327684.2,4694975.4,36.0,0.629,0,,0.157,1.0,0.5,47.9
2438,327084.2,4695175.4,44.4,3.266,6,86.0,0.816,0.143,0.14,47.9
2439,328284.2,4695775.4,14.5,2.551,4,,0.638,0.2,0.5,47.9
2440,325834.2,4695875.4,35.4,2.893,3,79.0,0.723,0.25,0.21,47.9
2441,324484.2,4697025.4,33.4,0.635,0,,0.159,1.0,0.5,47.9
2442,327834.2,4694125.4,49.9,0.622,0,,0.156,1.0,0.5,47.8
2443,328334.2,4694275.4,13.8,0.627,0,,0.157,1.0,0.5,47.8
2444,328934.2,4695325.4,9.5,0.625,0,,0.156,1.0,0.5,47.8
2445,327084.2,4695525.4,89.5,1.011,0,74.4,0.253,1.0,0.256,47.8
2446,328134.2,4695525.4,8.5,0.626,0,,0.157,1.0,0.5,47.8
2447,324634.2,4696975.4,50.6,0.62,0,,0.155,1.0,0.5,47.8
2448,328884.2,4693525.4,10.5,0.613,0,,0.153,1.0,0.5,47.7
2449,328684.2,4693775.4,14.0,0.614,0,,0.154,1.0,0.5,47.7
2450,327184.2,4693825.4,9.0,0.617,0,,0.154,1.0,0.5,47.7
2451,327784.2,4693725.4,9.6,0.606,0,,0.151,1.0,0.5,47.6
2452,326884.2,4694175.4,13.8,0.609,0,,0.152,1.0,0.5,47.6
2453,328234.2,4694625.4,36.5,0.611,0,,0.153,1.0,0.5,47.6
2454,325934.2,4695775.4,38.7,2.407,3,,0.602,0.25,0.5,47.6
2455,325834.2,4696075.4,52.0,0.611,0,,0.153,1.0,0.5,47.6
2456,328484.2,4693775.4,17.7,0.602,0,,0.15,1.0,0.5,47.5
2457,327184.2,4695175.4,47.2,1.803,1,,0.451,0.5,0.5,47.5
2458,325734.2,4695375.4,42.9,0.842,0,64.9,0.21,1.0,0.351,47.5
2459,325734.2,4696125.4,52.7,0.601,0,,0.15,1.0,0.5,47.5
2460,326034.2,4696425.4,38.3,1.797,1,,0.449,0.5,0.5,47.5
2461,328684.2,4693925.4,14.1,0.59,0,,0.148,1.0,0.5,47.4
2462,326384.2,4694225.4,21.9,0.591,0,,0.148,1.0,0.5,47.4
2463,326034.2,4694675.4,23.9,1.125,0,83.2,0.281,1.0,0.168,47.4
2464,328134.2,4694675.4,29.9,0.595,0,,0.149,1.0,0.5,47.4
2465,324484.2,4697125.4,28.9,0.593,0,,0.148,1.0,0.5,47.4
2466,328684.2,4693575.4,13.8,0.581,0,,0.145,1.0,0.5,47.3
2467,328484.2,4693825.4,17.5,0.58,0,,0.145,1.0,0.5,47.3
2468,327934.2,4694475.4,28.7,2.186,2,,0.546,0.333,0.5,47.3
2469,328084.2,4694775.4,27.9,0.581,0,,0.145,1.0,0.5,47.3
2470,328934.2,4694975.4,16.6,1.786,1,,0.447,0.5,0.5,47.3
2471,328534.2,4695625.4,8.9,0.582,0,,0.146,1.0,0.5,47.3
2472,326084.2,4696075.4,44.3,0.777,0,61.9,0.194,1.0,0.381,47.3
2473,325334.2,4696325.4,38.2,0.58,0,,0.145,1.0,0.5,47.3
2474,325634.2,4696475.4,34.4,1.782,1,,0.446,0.5,0.5,47.3
2475,327484.2,4693825.4,12.3,0.574,0,,0.143,1.0,0.5,47.2
2476,328784.2,4694625.4,38.0,0.579,0,,0.145,1.0,0.5,47.2
2477,326284.2,4695025.4,118.1,0.191,0,25.7,0.048,1.0,0.743,47.2
2478,329034.2,4695075.4,13.3,0.579,0,,0.145,1.0,0.5,47.2
2479,325384.2,4696975.4,78.0,0.575,0,,0.144,1.0,0.5,47.2
2480,327334.2,4693625.4,9.8,0.567,0,,0.142,1.0,0.5,47.1
2481,326834.2,4693975.4,12.6,0.57,0,,0.143,1.0,0.5,47.1
2482,328434.2,4694925.4,25.4,0.567,0,,0.142,1.0,0.5,47.1
2483,328834.2,4695125.4,11.5,0.566,0,,0.141,1.0,0.5,47.1
2484,326734.2,4695825.4,59.7,2.223,1,78.5,0.556,0.5,0.215,47.1
2485,327834.2,4693675.4,9.5,0.561,0,,0.14,1.0,0.5,47.0
2486,327584.2,4693825.4,9.4,0.564,0,,0.141,1.0,0.5,47.0
2487,327834.2,4695375.4,22.3,0.561,0,,0.14,1.0,0.5,47.0
2488,327434.2,4695575.4,80.0,0.563,0,,0.141,1.0,0.5,47.0
2489,325034.2,4695875.4,26.7,2.62,6,,0.655,0.143,0.5,47.0
2490,328384.2,4694725.4,31.3,0.554,0,,0.138,1.0,0.5,46.9
2491,328134.2,4695375.4,8.8,0.556,0,,0.139,1.0,0.5,46.9
2492,328184.2,4695675.4,11.9,0.548,0,,0.137,1.0,0.5,46.9
2493,324984.2,4696425.4,35.3,0.553,0,,0.138,1.0,0.5,46.9
2494,327184.2,4694175.4,14.9,0.54,0,,0.135,1.0,0.5,46.8
2495,325984.2,4695475.4,56.4,1.249,0,94.0,0.312,1.0,0.06,46.8
2496,326034.2,4696125.4,44.4,1.131,0,86.8,0.283,1.0,0.132,46.8
2497,327284.2,4693625.4,9.6,0.537,0,,0.134,1.0,0.5,46.7
2498,328634.2,4693775.4,14.6,0.537,0,,0.134,1.0,0.5,46.7
2499,326834.2,4694225.4,14.9,0.533,0,,0.133,1.0,0.5,46.7
2500,328584.2,4694775.4,36.2,0.535,0,,0.134,1.0,0.5,46.7
2501,326534.2,4695125.4,92.1,1.259,0,95.3,0.315,1.0,0.047,46.7
2502,327434.2,4695775.4,87.3,0.532,0,,0.133,1.0,0.5,46.7
2503,327984.2,4695875.4,26.1,0.533,0,,0.133,1.0,0.5,46.7
2504,324934.2,4695975.4,30.6,0.539,0,,0.135,1.0,0.5,46.7
2505,325234.2,4696225.4,29.4,0.534,0,,0.133,1.0,0.5,46.7
2506,325984.2,4696325.4,44.0,0.972,0,77.5,0.243,1.0,0.225,46.7
2507,325684.2,4696675.4,28.5,0.539,0,,0.135,1.0,0.5,46.7
2508,326634.2,4693875.4,20.6,0.528,0,,0.132,1.0,0.5,46.6
2509,328584.2,4693975.4,14.0,0.528,0,,0.132,1.0,0.5,46.6
2510,328534.2,4694075.4,14.2,0.529,0,,0.132,1.0,0.5,46.6
2511,326434.2,4694675.4,58.6,0.528,0,50.0,0.132,1.0,0.5,46.6
2512,325834.2,4694775.4,29.3,1.105,0,86.3,0.276,1.0,0.137,46.6
2513,327234.2,4694775.4,83.4,0.53,0,,0.132,1.0,0.5,46.6
2514,327384.2,4694925.4,55.2,2.63,7,,0.658,0.125,0.5,46.6
2515,324934.2,4696625.4,59.6,0.529,0,,0.132,1.0,0.5,46.6
2516,324684.2,4697825.4,21.0,0.531,0,,0.133,1.0,0.5,46.6
2517,326734.2,4693575.4,32.5,0.521,0,,0.13,1.0,0.5,46.5
2518,328434.2,4693575.4,17.7,0.524,0,,0.131,1.0,0.5,46.5
2519,328534.2,4694125.4,14.0,0.524,0,,0.131,1.0,0.5,46.5
2520,328734.2,4694375.4,41.7,0.518,0,,0.13,1.0,0.5,46.5
2521,326984.2,4694425.4,29.1,0.27,0,34.2,0.067,1.0,0.658,46.5
2522,327284.2,4694775.4,88.1,0.523,0,,0.131,1.0,0.5,46.5
2523,327134.2,4695425.4,74.2,2.324,3,,0.581,0.25,0.5,46.5
2524,328934.2,4695575.4,11.0,0.522,0,,0.131,1.0,0.5,46.5
2525,325284.2,4695825.4,23.8,0.522,0,,0.131,1.0,0.5,46.5
2526,325234.2,4696275.4,30.1,0.523,0,,0.131,1.0,0.5,46.5
2527,327534.2,4693825.4,11.0,0.514,0,,0.128,1.0,0.5,46.4
2528,327034.2,4694475.4,33.6,0.467,0,47.3,0.117,1.0,0.527,46.4
2529,328334.2,4694725.4,30.5,0.511,0,,0.128,1.0,0.5,46.4
2530,328184.2,4694825.4,23.1,1.71,1,,0.428,0.5,0.5,46.4
2531,325984.2,4695225.4,61.8,1.241,0,95.6,0.31,1.0,0.044,46.4
2532,325134.2,4697075.4,86.1,0.516,0,,0.129,1.0,0.5,46.4
2533,327934.2,4693675.4,9.3,0.503,0,,0.126,1.0,0.5,46.3
2534,327284.2,4693775.4,10.4,0.505,0,,0.126,1.0,0.5,46.3
2535,326534.2,4694975.4,110.1,0.503,0,,0.126,1.0,0.5,46.3
2536,328634.2,4695525.4,9.3,0.507,0,,0.127,1.0,0.5,46.3
2537,327334.2,4693825.4,12.2,0.494,0,,0.123,1.0,0.5,46.2
2538,327184.2,4694025.4,13.7,0.493,0,,0.123,1.0,0.5,46.2
2539,327334.2,4694675.4,80.8,0.495,0,,0.124,1.0,0.5,46.2
2540,326384.2,4694875.4,108.2,0.0,0,19.0,0.0,1.0,0.81,46.2
2541,328034.2,4694875.4,25.9,0.499,0,,0.125,1.0,0.5,46.2
2542,328634.2,4695275.4,11.3,0.499,0,,0.125,1.0,0.5,46.2
2543,324684.2,4697925.4,21.3,0.497,0,,0.124,1.0,0.5,46.2
2544,327084.2,4694175.4,13.6,0.487,0,,0.122,1.0,0.5,46.1
2545,326884.2,4694225.4,15.1,0.492,0,,0.123,1.0,0.5,46.1
2546,328484.2,4694525.4,38.9,0.489,0,,0.122,1.0,0.5,46.1
2547,326134.2,4694725.4,38.2,0.708,0,63.8,0.177,1.0,0.362,46.1
2548,327884.2,4694975.4,34.0,0.485,0,,0.121,1.0,0.5,46.1
2549,325784.2,4695125.4,42.3,0.673,0,61.3,0.168,1.0,0.387,46.1
2550,326584.2,4695425.4,44.6,2.001,1,69.6,0.5,0.5,0.304,46.1
2551,328234.2,4695725.4,13.6,0.489,0,,0.122,1.0,0.5,46.1
2552,327384.2,4696125.4,53.9,1.69,1,,0.422,0.5,0.5,46.1
2553,325634.2,4696925.4,61.3,0.487,0,,0.122,1.0,0.5,46.1
2554,327884.2,4693575.4,9.9,0.479,0,,0.12,1.0,0.5,46.0
2555,327484.2,4693725.4,10.0,1.678,1,,0.419,0.5,0.5,46.0
2556,326834.2,4694375.4,21.6,0.484,0,,0.121,1.0,0.5,46.0
2557,329084.2,4695575.4,8.1,0.484,0,,0.121,1.0,0.5,46.0
2558,325434.2,4695975.4,25.7,2.398,4,,0.6,0.2,0.5,46.0
2559,328434.2,4695975.4,11.8,2.077,2,,0.519,0.333,0.5,46.0
2560,328334.2,4696075.4,16.5,2.08,2,,0.52,0.333,0.5,46.0
2561,325734.2,4696725.4,29.1,0.477,0,,0.119,1.0,0.5,46.0
2562,324684.2,4697775.4,21.1,0.481,0,,0.12,1.0,0.5,46.0
2563,326784.2,4693525.4,31.4,0.472,0,,0.118,1.0,0.5,45.9
2564,328184.2,4693775.4,9.5,2.469,5,,0.617,0.167,0.5,45.9
2565,329034.2,4693775.4,11.4,0.474,0,,0.118,1.0,0.5,45.9
2566,324784.2,4696775.4,68.3,0.468,0,,0.117,1.0,0.5,45.9
2567,324834.2,4696825.4,75.5,0.476,0,,0.119,1.0,0.5,45.9
2568,328284.2,4693775.4,13.7,2.063,2,,0.516,0.333,0.5,45.8
2569,326534.2,4694225.4,14.3,0.464,0,,0.116,1.0,0.5,45.8
2570,328034.2,4694725.4,27.3,0.467,0,,0.117,1.0,0.5,45.8
2571,328484.2,4694725.4,34.0,0.46,0,,0.115,1.0,0.5,45.8
2572,327434.2,4696025.4,56.4,1.664,1,,0.416,0.5,0.5,45.8
2573,327984.2,4693925.4,18.4,0.458,0,,0.114,1.0,0.5,45.7
2574,326784.2,4694575.4,52.0,0.606,0,59.5,0.151,1.0,0.405,45.7
2575,329034.2,4695225.4,13.9,0.456,0,,0.114,1.0,0.5,45.7
2576,329034.2,4695725.4,8.6,0.459,0,,0.115,1.0,0.5,45.7
2577,328084.2,4696025.4,22.3,2.059,2,,0.515,0.333,0.5,45.7
2578,324434.2,4696825.4,25.9,2.375,4,,0.594,0.2,0.5,45.7
2579,326434.2,4694125.4,23.5,0.451,0,,0.113,1.0,0.5,45.6
2580,327384.2,4694125.4,17.0,0.444,0,,0.111,1.0,0.5,45.6
2581,327834.2,4694475.4,39.6,2.364,4,,0.591,0.2,0.5,45.6
2582,328884.2,4694925.4,26.9,0.445,0,,0.111,1.0,0.5,45.6
2583,328734.2,4694975.4,32.0,0.447,0,,0.112,1.0,0.5,45.6
2584,325984.2,4695525.4,54.4,0.637,0,61.9,0.159,1.0,0.381,45.6
2585,327934.2,4695575.4,18.8,0.449,0,,0.112,1.0,0.5,45.6
2586,325634.2,4696025.4,40.3,0.451,0,,0.113,1.0,0.5,45.6
2587,327384.2,4696075.4,57.1,2.246,3,,0.561,0.25,0.5,45.6
2588,324684.2,4696975.4,57.5,0.445,0,,0.111,1.0,0.5,45.6
2589,324684.2,4697725.4,21.3,0.446,0,,0.112,1.0,0.5,45.6
2590,329084.2,4693625.4,11.3,0.442,0,,0.11,1.0,0.5,45.5
2591,328634.2,4693875.4,17.9,0.444,0,,0.111,1.0,0.5,45.5
2592,327034.2,4694775.4,69.9,0.991,0,84.4,0.248,1.0,0.156,45.5
2593,328384.2,4695675.4,9.4,0.437,0,,0.109,1.0,0.5,45.5
2594,328534.2,4695825.4,9.8,0.438,0,,0.109,1.0,0.5,45.5
2595,328034.2,4695875.4,27.2,0.442,0,,0.111,1.0,0.5,45.5
2596,326134.2,4696125.4,44.2,0.856,0,76.2,0.214,1.0,0.238,45.5
2597,324734.2,4697425.4,31.8,0.438,0,,0.11,1.0,0.5,45.5
2598,327734.2,4693575.4,9.3,0.431,0,,0.108,1.0,0.5,45.4
2599,328784.2,4693825.4,12.9,0.431,0,,0.108,1.0,0.5,45.4
2600,326634.2,4693975.4,14.9,0.429,0,,0.107,1.0,0.5,45.4
2601,326484.2,4694375.4,17.9,0.434,0,,0.108,1.0,0.5,45.4
2602,327534.2,4694625.4,82.4,0.433,0,,0.108,1.0,0.5,45.4
2603,328284.2,4694625.4,36.1,0.431,0,,0.108,1.0,0.5,45.4
2604,327684.2,4695175.4,34.8,0.433,0,,0.108,1.0,0.5,45.4
2605,326684.2,4694325.4,14.5,0.951,0,83.1,0.238,1.0,0.169,45.3
2606,328084.2,4694325.4,21.1,0.423,0,,0.106,1.0,0.5,45.3
2607,328134.2,4694925.4,21.7,0.422,0,,0.105,1.0,0.5,45.3
2608,328184.2,4694925.4,20.9,0.424,0,,0.106,1.0,0.5,45.3
2609,326434.2,4696075.4,44.1,0.916,0,81.0,0.229,1.0,0.19,45.3
2610,325284.2,4696275.4,33.5,0.424,0,,0.106,1.0,0.5,45.3
2611,325084.2,4696725.4,63.5,0.427,0,,0.107,1.0,0.5,45.3
2612,324734.2,4698125.4,14.5,0.425,0,,0.106,1.0,0.5,45.3
2613,328584.2,4693875.4,17.8,0.414,0,,0.104,1.0,0.5,45.2
2614,328284.2,4694125.4,18.2,0.42,0,,0.105,1.0,0.5,45.2
2615,327434.2,4694625.4,86.0,0.415,0,,0.104,1.0,0.5,45.2
2616,325734.2,4694825.4,33.8,0.418,0,,0.105,1.0,0.5,45.2
2617,328084.2,4695125.4,13.6,1.616,1,,0.404,0.5,0.5,45.2
2618,328434.2,4695825.4,11.3,1.618,1,,0.405,0.5,0.5,45.2
2619,325134.2,4696175.4,25.4,0.418,0,,0.104,1.0,0.5,45.2
2620,328284.2,4696175.4,7.6,2.016,2,,0.504,0.333,0.5,45.2
2621,325384.2,4696475.4,33.3,2.418,5,,0.605,0.167,0.5,45.2
2622,327034.2,4693625.4,15.1,0.408,0,,0.102,1.0,0.5,45.1
2623,326884.2,4693925.4,13.2,0.41,0,,0.102,1.0,0.5,45.1
2624,328534.2,4694175.4,13.4,0.404,0,,0.101,1.0,0.5,45.1
2625,328534.2,4694575.4,41.0,0.405,0,,0.101,1.0,0.5,45.1
2626,326634.2,4694675.4,70.1,0.616,0,63.3,0.154,1.0,0.367,45.1
2627,326334.2,4694925.4,107.4,0.509,0,56.2,0.127,1.0,0.438,45.1
2628,326684.2,4695025.4,87.6,0.946,0,83.7,0.237,1.0,0.163,45.1
2629,328684.2,4695075.4,21.6,0.405,0,,0.101,1.0,0.5,45.1
2630,326284.2,4695625.4,44.4,2.364,2,72.2,0.591,0.333,0.278,45.1
2631,326184.2,4696075.4,44.8,0.047,0,27.4,0.012,1.0,0.726,45.1
2632,327434.2,4693825.4,15.4,0.404,0,,0.101,1.0,0.5,45.0
2633,328184.2,4694225.4,18.6,0.396,0,,0.099,1.0,0.5,45.0
2634,326984.2,4694575.4,47.1,0.401,0,,0.1,1.0,0.5,45.0
2635,328884.2,4695125.4,9.5,1.6,1,,0.4,0.5,0.5,45.0
2636,328184.2,4695375.4,9.0,0.398,0,,0.1,1.0,0.5,45.0
2637,328634.2,4695675.4,9.9,0.396,0,,0.099,1.0,0.5,45.0
2638,326534.2,4695875.4,47.6,0.531,0,58.0,0.133,1.0,0.42,45.0
2639,325884.2,4696275.4,52.4,0.617,0,63.7,0.154,1.0,0.363,45.0
2640,324934.2,4696575.4,53.6,0.402,0,,0.1,1.0,0.5,45.0
2641,327234.2,4693675.4,10.1,0.391,0,,0.098,1.0,0.5,44.9
2642,327384.2,4693675.4,11.0,0.396,0,,0.099,1.0,0.5,44.9
2643,326784.2,4693825.4,23.5,0.392,0,,0.098,1.0,0.5,44.9
2644,327034.2,4694275.4,17.6,0.39,0,,0.098,1.0,0.5,44.9
2645,327534.2,4695025.4,29.9,1.99,2,,0.497,0.333,0.5,44.9
2646,327484.2,4695075.4,30.3,2.314,4,,0.579,0.2,0.5,44.9
2647,327734.2,4695125.4,36.2,0.394,0,,0.099,1.0,0.5,44.9
2648,325434.2,4696725.4,40.5,1.591,1,,0.398,0.5,0.5,44.9
2649,328684.2,4693675.4,13.5,0.388,0,,0.097,1.0,0.5,44.8
2650,326934.2,4693925.4,12.1,0.382,0,,0.095,1.0,0.5,44.8
2651,327334.2,4694175.4,19.4,0.382,0,,0.096,1.0,0.5,44.8
2652,328184.2,4694975.4,19.8,0.387,0,,0.097,1.0,0.5,44.8
2653,328084.2,4695425.4,9.0,0.381,0,,0.095,1.0,0.5,44.8
2654,328634.2,4695425.4,8.8,0.387,0,,0.097,1.0,0.5,44.8
2655,328884.2,4695425.4,11.9,0.38,0,,0.095,1.0,0.5,44.8
2656,325184.2,4696025.4,25.1,0.384,0,,0.096,1.0,0.5,44.8
2657,328184.2,4696175.4,11.6,1.986,2,,0.496,0.333,0.5,44.8
2658,325884.2,4696325.4,52.6,1.054,0,91.9,0.264,1.0,0.081,44.8
2659,326034.2,4694725.4,27.6,0.815,0,77.6,0.204,1.0,0.224,44.7
2660,327084.2,4694775.4,71.3,1.132,0,97.5,0.283,1.0,0.025,44.7
2661,328584.2,4693425.4,20.3,0.37,0,,0.093,1.0,0.5,44.6
2662,329084.2,4693675.4,13.0,0.37,0,,0.093,1.0,0.5,44.6
2663,326684.2,4694575.4,51.7,0.37,0,,0.093,1.0,0.5,44.6
2664,328184.2,4695475.4,8.6,0.368,0,,0.092,1.0,0.5,44.6
2665,326984.2,4695625.4,81.9,2.132,1,85.5,0.533,0.5,0.145,44.6
2666,326684.2,4695825.4,58.9,0.584,0,63.5,0.146,1.0,0.365,44.6
2667,326184.2,4696125.4,45.9,0.0,0,27.1,0.0,1.0,0.729,44.6
2668,325934.2,4696225.4,47.8,0.655,0,68.1,0.164,1.0,0.319,44.6
2669,327684.2,4693875.4,10.6,0.361,0,,0.09,1.0,0.5,44.5
2670,327084.2,4694025.4,10.9,0.358,0,,0.09,1.0,0.5,44.5
2671,327334.2,4694075.4,14.1,0.358,0,,0.09,1.0,0.5,44.5
2672,327284.2,4694225.4,21.1,0.363,0,,0.091,1.0,0.5,44.5
2673,327834.2,4694325.4,56.0,0.357,0,,0.089,1.0,0.5,44.5
2674,328284.2,4694475.4,31.1,0.36,0,,0.09,1.0,0.5,44.5
2675,326084.2,4694725.4,32.2,0.854,0,80.8,0.214,1.0,0.192,44.5
2676,328234.2,4694825.4,24.2,0.363,0,,0.091,1.0,0.5,44.5
2677,325934.2,4695375.4,62.8,0.0,0,27.4,0.0,1.0,0.727,44.5
2678,328084.2,4695475.4,9.0,0.358,0,,0.089,1.0,0.5,44.5
2679,327784.2,4693575.4,9.6,0.352,0,,0.088,1.0,0.5,44.4
2680,329034.2,4695475.4,10.2,0.349,0,,0.087,1.0,0.5,44.4
2681,326384.2,4695525.4,48.0,0.565,0,63.5,0.141,1.0,0.365,44.4
2682,324634.2,4696925.4,49.9,1.55,1,,0.387,0.5,0.5,44.4
2683,328734.2,4693775.4,13.8,0.343,0,,0.086,1.0,0.5,44.3
2684,327984.2,4693875.4,14.0,0.342,0,,0.086,1.0,0.5,44.3
2685,327284.2,4694575.4,66.2,0.348,0,,0.087,1.0,0.5,44.3
2686,328534.2,4695725.4,9.4,0.347,0,,0.087,1.0,0.5,44.3
2687,326234.2,4695875.4,40.3,0.858,0,82.3,0.214,1.0,0.177,44.3
2688,326734.2,4695925.4,62.4,0.871,0,82.7,0.218,1.0,0.173,44.3
2689,324584.2,4697175.4,30.3,0.341,0,,0.085,1.0,0.5,44.3
2690,328784.2,4693525.4,11.3,0.334,0,,0.083,1.0,0.5,44.2
2691,328934.2,4693525.4,10.9,0.336,0,,0.084,1.0,0.5,44.2
2692,327984.2,4694775.4,26.9,0.338,0,,0.084,1.0,0.5,44.2
2693,327534.2,4695225.4,36.2,0.334,0,,0.083,1.0,0.5,44.2
2694,327934.2,4695225.4,15.4,1.537,1,,0.384,0.5,0.5,44.2
2695,325884.2,4695825.4,36.7,2.682,4,76.7,0.67,0.2,0.233,44.2
2696,327084.2,4693625.4,12.9,0.33,0,,0.082,1.0,0.5,44.1
2697,326684.2,4693725.4,30.7,0.331,0,,0.083,1.0,0.5,44.1
2698,328784.2,4693925.4,13.5,0.328,0,,0.082,1.0,0.5,44.1
2699,328784.2,4694375.4,41.7,0.324,0,,0.081,1.0,0.5,44.1
2700,328034.2,4694925.4,25.8,0.331,0,,0.083,1.0,0.5,44.1
2701,325034.2,4695925.4,28.8,0.326,0,,0.081,1.0,0.5,44.1
2702,328034.2,4696125.4,10.5,1.929,2,,0.482,0.333,0.5,44.1
2703,324784.2,4697625.4,36.5,0.33,0,,0.082,1.0,0.5,44.1
2704,328184.2,4693675.4,11.1,1.517,1,,0.379,0.5,0.5,44.0
2705,328684.2,4693725.4,13.6,0.318,0,,0.08,1.0,0.5,44.0
2706,327884.2,4693775.4,10.1,0.319,0,,0.08,1.0,0.5,44.0
2707,327584.2,4695125.4,31.2,1.518,1,,0.379,0.5,0.5,44.0
2708,325384.2,4695775.4,25.5,0.319,0,,0.08,1.0,0.5,44.0
2709,325334.2,4695825.4,24.8,0.32,0,,0.08,1.0,0.5,44.0
2710,325534.2,4695875.4,28.0,0.318,0,,0.08,1.0,0.5,44.0
2711,325084.2,4696225.4,23.9,0.323,0,,0.081,1.0,0.5,44.0
2712,326284.2,4696275.4,38.7,2.106,1,86.6,0.527,0.5,0.134,44.0
2713,327134.2,4693775.4,10.0,0.31,0,,0.077,1.0,0.5,43.9
2714,326684.2,4693875.4,20.8,0.311,0,,0.078,1.0,0.5,43.9
2715,327784.2,4694375.4,63.9,0.309,0,,0.077,1.0,0.5,43.9
2716,326534.2,4694875.4,115.1,0.0,0,30.4,0.0,1.0,0.696,43.9
2717,327234.2,4694875.4,97.8,0.0,0,30.5,0.0,1.0,0.695,43.9
2718,327834.2,4693575.4,10.2,0.306,0,,0.077,1.0,0.5,43.8
2719,327384.2,4693625.4,9.9,0.307,0,,0.077,1.0,0.5,43.8
2720,326584.2,4694725.4,85.8,0.0,0,30.9,0.0,1.0,0.691,43.8
2721,326584.2,4694875.4,106.8,0.0,0,30.8,0.0,1.0,0.692,43.8
2722,328384.2,4694975.4,23.8,0.307,0,,0.077,1.0,0.5,43.8
2723,328334.2,4695525.4,9.2,0.307,0,,0.077,1.0,0.5,43.8
2724,328334.2,4696025.4,24.9,0.307,0,,0.077,1.0,0.5,43.8
2725,324984.2,4697075.4,69.1,1.908,2,,0.477,0.333,0.5,43.8
2726,324884.2,4697175.4,56.7,1.904,2,,0.476,0.333,0.5,43.8
2727,324984.2,4697275.4,73.4,0.305,0,,0.076,1.0,0.5,43.8
2728,326734.2,4693525.4,32.6,0.295,0,,0.074,1.0,0.5,43.7
2729,327784.2,4693825.4,10.9,0.293,0,,0.073,1.0,0.5,43.7
2730,328334.2,4693925.4,21.0,0.298,0,,0.075,1.0,0.5,43.7
2731,327284.2,4694925.4,83.5,0.0,0,31.5,0.0,1.0,0.685,43.7
2732,328034.2,4695325.4,11.3,0.297,0,,0.074,1.0,0.5,43.7
2733,328284.2,4695575.4,9.3,0.294,0,,0.074,1.0,0.5,43.7
2734,324534.2,4696825.4,35.4,2.217,4,,0.554,0.2,0.5,43.7
2735,324684.2,4696825.4,58.6,0.292,0,,0.073,1.0,0.5,43.7
2736,328384.2,4693475.4,19.5,0.286,0,,0.072,1.0,0.5,43.6
2737,328934.2,4693475.4,11.4,0.29,0,,0.073,1.0,0.5,43.6
2738,328634.2,4693725.4,14.6,0.284,0,,0.071,1.0,0.5,43.6
2739,327384.2,4694075.4,14.4,0.285,0,,0.071,1.0,0.5,43.6
2740,326484.2,4694225.4,17.2,0.289,0,,0.072,1.0,0.5,43.6
2741,328034.2,4694625.4,28.6,0.29,0,,0.073,1.0,0.5,43.6
2742,328184.2,4694775.4,27.0,0.287,0,,0.072,1.0,0.5,43.6
2743,327134.2,4694825.4,88.7,0.288,0,,0.072,1.0,0.5,43.6
2744,326234.2,4695075.4,112.6,0.464,0,60.9,0.116,1.0,0.391,43.6
2745,327734.2,4695075.4,38.1,0.286,0,,0.072,1.0,0.5,43.6
2746,328084.2,4695525.4,9.3,0.291,0,,0.073,1.0,0.5,43.6
2747,327384.2,4696025.4,60.9,1.888,2,,0.472,0.333,0.5,43.6
2748,327684.2,4693725.4,9.3,0.282,0,,0.07,1.0,0.5,43.5
2749,328234.2,4693875.4,18.8,0.278,0,,0.069,1.0,0.5,43.5
2750,328634.2,4693925.4,15.0,0.282,0,,0.07,1.0,0.5,43.5
2751,327934.2,4694125.4,35.3,0.279,0,,0.07,1.0,0.5,43.5
2752,326934.2,4694375.4,24.3,0.283,0,,0.071,1.0,0.5,43.5
2753,328634.2,4694575.4,43.6,0.278,0,,0.07,1.0,0.5,43.5
2754,326334.2,4694725.4,64.2,0.28,0,,0.07,1.0,0.5,43.5
2755,326134.2,4694875.4,61.8,0.681,0,74.9,0.17,1.0,0.251,43.5
2756,326784.2,4694975.4,84.3,0.948,0,91.6,0.237,1.0,0.084,43.5
